t,ResidualInf,NewtonSteps,GridL2Indicator,FDH1Indicator,FDH2Indicator,ContL2Indicator,ContH1Indicator,JacobianSigmaMin,JacobianCond,HessianLambdaMin,HessianLambdaMax,HessianPSDRatio,HessianIndefRatio
1,0,0,0.000228572655146247,0.00149060524295917,0.0184557701294128,0.000228572671034614,0.00144635662455374,1.21256376654277e-06,318781.124714489,0.230016246977736,0.410396222026945,1,0
0.1,1.11022302462516e-16,3,1.06613895412428e-06,4.88071268000324e-06,2.3568265040299e-05,1.0661389541382e-06,4.84000920173772e-06,0.145954378205533,434.449934274939,0.249996347117004,0.399714467876805,1,0
0.001,1.06251812903579e-16,2,9.55557736913881e-09,4.37531074417508e-08,2.11414727444617e-07,9.55557738210432e-09,4.33876793752105e-08,0.162009595569067,434.454092154356,0.249999967339931,0.399708270896405,1,0
1e-05,2.44249065417534e-15,1,9.55010150574165e-11,4.37441837695589e-10,2.12811069561118e-09,9.55010277760009e-11,4.33671663957614e-10,0.162170147737993,434.454129753767,0.24999999969652,0.399708215372132,1,0
1e-07,1.66533453693773e-16,1,9.99811169613238e-13,5.21012652889573e-12,2.27753464945147e-10,9.99826566490562e-13,5.04416932877773e-12,0.162171753259683,434.454130129396,0.249999999976444,0.399708214817492,1,0
1e-09,1.11022302462516e-16,1,6.95846724452662e-14,2.2206342774609e-12,2.26407637250573e-10,6.96372144802938e-14,2.14660324090424e-12,0.162171769314899,434.454130133155,0.249999999976429,0.399708214811949,1,0
1e-11,5.55111512312578e-17,1,6.25775133050191e-14,2.21319828114971e-12,2.26403248049796e-10,6.26344067908673e-14,2.14140057175257e-12,0.162171769475451,434.454130133191,0.249999999976437,0.399708214811889,1,0
1e-13,5.55111512312578e-16,0,6.25775133050191e-14,2.21319828114971e-12,2.26403248049796e-10,6.26344067908673e-14,2.14140057175257e-12,0.162171769477057,434.45413013319,0.249999999976437,0.399708214811889,1,0
1e-27,5.55111512312578e-16,0,6.25775133050191e-14,2.21319828114971e-12,2.26403248049796e-10,6.26344067908673e-14,2.14140057175257e-12,0.162171769477074,434.45413013319,0.249999999976437,0.399708214811889,1,0
