N,TargetP,TargetT,Q,EvalPoints,Success,ReachedTEnd,FinalT,FinalResidualInf,FinalGridL2,FinalFDH1,FinalFDH2,FinalContL2,FinalContH1,CPUSeconds,FinalJacobianCond,FinalPSDRatio,FinalIndefRatio,FailureReason
2,3,0.001,24,121,1,1,0.001,1.94289029309402e-16,0.00473570735062909,0.0232123536417553,0.142000742252441,0.00473570744580763,0.02278815677934,10.2627821,2.43583885944399,1,0,
4,5,1e-05,24,121,1,1,1e-05,1.66533453693773e-16,7.25437980396968e-05,0.00064618138498208,0.00891606422049208,7.25438279335061e-05,0.000619411016136331,5.9278934,6.93460719531839,1,0,
6,7,1e-07,24,121,1,1,1e-07,2.22044604925031e-16,7.47945000205726e-07,1.00290510405419e-05,0.000242532683915443,7.47947540957507e-07,9.35847065355101e-06,5.5819881,17.1842785663499,1,0,
8,9,1e-09,24,121,1,1,1e-09,9.99200722162641e-16,5.95607266867158e-09,1.0763824722673e-07,3.89121482387736e-06,5.95616974744964e-09,9.83130686643734e-08,5.3811547,35.1072428311856,1,0,
