Level,N,TargetP,StartT,TargetT,Q,EvalPoints,Success,ReachedTEnd,FinalT,FinalResidualInf,FinalGridL2,FinalFDH1,FinalFDH2,FinalContL2,FinalContH1,CPUSeconds,FinalJacobianCond,FailureReason
1,2,3,1,0.001,24,121,1,1,0.001,1.94289029309402e-16,0.00473570735062909,0.0232123536417553,0.142000742252441,0.00473570744580763,0.02278815677934,4.480026,2.43583885944399,
2,4,5,0.001,1e-05,24,121,1,1,1e-05,2.22044604925031e-16,7.25437980396811e-05,0.000646181384982022,0.00891606422049092,7.25438279334899e-05,0.000619411016136277,4.8387746,6.93460719531839,
3,6,7,1e-05,1e-07,24,121,1,1,1e-07,2.22044604925031e-16,7.47945000209883e-07,1.00290510405579e-05,0.000242532683916053,7.47947540960732e-07,9.35847065356196e-06,4.4514373,17.1842785663499,
4,8,9,1e-07,1e-09,24,121,1,1,1e-09,1.22124532708767e-15,5.95607267127209e-09,1.0763824721245e-07,3.89121482277184e-06,5.95616975044681e-09,9.83130686575517e-08,4.19606,35.1072428311855,
5,10,11,1e-09,1e-11,24,121,1,1,1e-11,2.22044604925031e-16,3.85522404427452e-11,8.73585776993592e-10,4.26170123171784e-08,3.85544311127035e-11,7.90472348994649e-10,4.02952,62.8944520318154,
6,12,13,1e-11,1e-13,26,121,1,1,1e-13,2.22044604925031e-16,2.63950150085355e-13,6.78788360794422e-12,4.07733775511261e-10,2.64004358108674e-13,6.15611268442381e-12,4.231424,102.796528923262,
7,14,15,1e-13,1e-15,30,121,1,1,1e-15,1.94289029309402e-16,1.7196969501438e-14,3.86986291265072e-13,1.85771930444632e-11,1.71960052681768e-14,3.53311301054514e-13,4.4470204,157.086149241662,
8,18,19,1e-15,1e-19,38,121,1,1,1e-19,2.22044604925031e-16,3.01314071517032e-14,2.73632046777415e-12,2.99630436864145e-10,3.05423429548983e-14,3.28881827188102e-12,4.5345229,317.979940717269,
