N,TargetP,TargetT,Q,EvalPoints,Success,ReachedTEnd,FinalT,FinalResidualInf,FinalGridL2,FinalFDH1,FinalFDH2,FinalJacobianCond,FinalPSDRatio,FinalIndefRatio,FailureReason
14,15,1e-15,30,121,1,1,1e-15,8.88178419700125e-16,9.73767804252336e-15,2.15590566854142e-13,1.01273315260379e-11,343.784710720582,1,0,
18,19,1e-19,38,121,1,1,1e-19,8.88178419700125e-16,2.56095624866881e-14,2.4013088221379e-12,2.64553420434857e-10,692.209401133219,1,0,
