Level,N,TargetP,StartT,TargetT,Q,EvalPoints,Success,ReachedTEnd,FinalT,FinalResidualInf,FinalGridL2,FinalFDH1,FinalFDH2,FinalContL2,FinalContH1,CPUSeconds,FinalJacobianCond,FailureReason
1,2,3,1,0.001,24,121,1,1,0.001,3.02535774210355e-15,0.00280662773861535,0.0127722529784249,0.0607583653386519,0.00280662775305549,0.0126185928871969,3.7903946,3.39442166387335,
2,4,5,0.001,1e-05,24,121,1,1,1e-05,4.16333634234434e-17,3.83488695182233e-09,1.74548702151361e-08,8.20192158458774e-08,3.83488696673007e-09,1.7265413878689e-08,4.073347,13.0398163681411,
3,6,7,1e-05,1e-07,24,121,1,1,1e-07,4.9960036108132e-16,3.8349958637638e-11,1.74436437510714e-10,8.12184423921239e-10,3.83499608366645e-11,1.72699630524881e-10,3.8619245,35.7166021084617,
4,8,9,1e-07,1e-09,24,121,1,1,1e-09,9.71445146547012e-17,3.84924796710983e-13,1.75264806731456e-12,8.3412692678652e-12,3.84927070404806e-13,1.73422386362373e-12,3.9652263,75.7850828895804,
5,10,11,1e-09,1e-11,24,121,1,1,1e-11,2.77555756156289e-17,4.31981155664867e-15,6.2607451915802e-14,3.1575120866928e-12,4.32360206801951e-15,5.97597652801708e-14,3.9089063,137.401990166225,
6,12,13,1e-11,1e-13,26,121,1,1,1e-13,2.77555756156289e-17,1.07258717837471e-14,2.72832157222881e-13,1.49585021459815e-11,1.07251607513716e-14,2.44243558210106e-13,3.7815204,225.18143776483,
7,14,15,1e-13,1e-15,30,121,1,1,1e-15,2.22044604925031e-16,2.01961180205044e-15,4.4405337476153e-14,2.09273756220486e-12,2.02470871985671e-15,4.23241604185442e-14,3.8370612,343.784710720496,
8,18,19,1e-15,1e-19,38,121,1,1,1e-19,2.77555756156289e-17,5.08585205306802e-15,4.80070181149361e-13,5.29005916183335e-11,5.15987003145204e-15,5.78555838632034e-13,4.1405296,692.20940113564,
