t,ResidualInf,NewtonSteps,GridL2Indicator,FDH1Indicator,FDH2Indicator,ContL2Indicator,ContH1Indicator,JacobianSigmaMin,JacobianCond,HessianLambdaMin,HessianLambdaMax,HessianPSDRatio,HessianIndefRatio
1,0,0,0.00156432906837501,0.0145531703502906,0.153626245917902,0.00156432921120974,0.0143943800717014,0.0566893424036281,6.3504,0.186874951226045,0.290219877786987,1,0
0.1,5.55111512312578e-17,3,0.00197040877850419,0.0151439705277337,0.150761386230582,0.00197040886252729,0.0150561303406114,3.8776800985052,1.55622965601611,0.192176729425583,0.284969254974519,1,0
0.001,3.46595503745274e-17,2,0.00196739631076651,0.015138344273932,0.15077454469611,0.00196739639509092,0.0150501253434381,4.31029812826808,1.55762218081363,0.192144257791707,0.285001413298607,1,0
