Level,N,TargetP,StartT,TargetT,Q,EvalPoints,Success,ReachedTEnd,FinalT,FinalResidualInf,FinalGridL2,FinalFDH1,FinalFDH2,FinalContL2,FinalContH1,CPUSeconds,FinalJacobianCond,FailureReason
1,2,3,1,0.001,24,121,1,1,0.001,1.77635683940025e-15,0.0140314006806554,0.0638534635483162,0.303756071847042,0.0140314007528485,0.0630852550961566,3.6283122,3.39439262561166,
2,4,5,0.001,1e-05,24,121,1,1,1e-05,8.88178419700125e-16,6.40596463613517e-15,8.15555546352539e-14,2.68043988077798e-12,6.41579828806754e-15,7.56859655143273e-14,3.5696831,13.039815851043,
3,6,7,1e-05,1e-07,24,121,1,1,1e-07,4.44089209850063e-16,1.3806620997142e-14,1.87770268813917e-13,4.79631221711457e-12,1.38160012507678e-14,1.74697627918903e-13,4.0124904,35.7166020974181,
4,8,9,1e-07,1e-09,24,121,1,1,1e-09,5.32907051820075e-15,1.13311953546841e-14,2.00737007703602e-13,7.96061945021608e-12,1.13392861528507e-14,1.90770927557721e-13,3.967941,75.7850828893625,
5,10,11,1e-09,1e-11,24,121,1,1,1e-11,1.33226762955019e-15,7.22269638740768e-15,2.96638716051255e-13,1.57175181429702e-11,7.23869361964951e-15,2.79373735831576e-13,4.320197,137.401990166217,
6,12,13,1e-11,1e-13,26,121,1,1,1e-13,7.77156117237538e-16,5.27603024581797e-14,1.3512774129378e-12,7.40134721569745e-11,5.27714998083015e-14,1.21282521454486e-12,3.7320162,225.181437764662,
7,14,15,1e-13,1e-15,30,121,1,1,1e-15,2.38697950294409e-15,9.73821794315383e-15,2.15541285021188e-13,1.0131166751234e-11,9.7334144324886e-15,2.04203934430887e-13,3.714995,343.784710720585,
8,18,19,1e-15,1e-19,38,121,1,1,1e-19,1.22124532708767e-15,2.55946586538596e-14,2.40127180912112e-12,2.64552075717593e-10,2.59717832386615e-14,2.88956151169836e-12,3.6578213,692.209401133269,
