t,ResidualInf,NewtonSteps,GridL2Indicator,FDH1Indicator,FDH2Indicator,ContL2Indicator,ContH1Indicator,JacobianSigmaMin,JacobianCond,HessianLambdaMin,HessianLambdaMax,HessianPSDRatio,HessianIndefRatio
1,0,0,0.00579574210354685,0.0324198908301496,0.27570170609049,0.00579574243671337,0.0316070947357004,0.00153153333167688,252.38808853063,0.181980054152859,2.48432891509812,1,0
0.1,1.11022302462516e-16,4,1.68019688717001e-05,7.65496734483741e-05,0.000413304980897165,1.68019692015649e-05,7.54621952509735e-05,1.8071498481869,17.1852519289675,0.249570263790799,2.0215212960416,1,0
0.001,3.33066907387547e-16,2,8.64222367312811e-07,1.02395786177967e-05,0.000242575935427534,8.64224605305564e-07,9.55338208515398e-06,2.00620974775933,17.184287316619,0.249635542274208,2.02153296091886,1,0
1e-05,1.33248446998468e-16,2,7.49044723172206e-07,1.00309450998022e-05,0.000242532931564795,7.49047260638467e-07,9.36019718354575e-06,2.00820034709833,17.1842786528989,0.249636126903783,2.02153306584031,1,0
1e-07,2.22044604925031e-16,1,7.47945000205726e-07,1.00290510405419e-05,0.000242532683915443,7.47947540957507e-07,9.35847065355101e-06,2.00822025309176,17.1842785663499,0.249636132743972,2.02153306688846,1,0
