Level,N,TargetP,StartT,TargetT,Q,EvalPoints,Success,ReachedTEnd,FinalT,FinalResidualInf,FinalGridL2,FinalFDH1,FinalFDH2,FinalContL2,FinalContH1,CPUSeconds,FinalJacobianCond,FailureReason
1,2,3,1,0.001,24,121,1,1,0.001,2.16840434497101e-19,1.05498922533296e-06,4.77562399377603e-06,2.23181822666151e-05,1.05498923038972e-06,4.71860605237722e-06,4.1443382,1.57831622475015,
2,4,5,0.001,1e-05,24,121,1,1,1e-05,1.05926552251834e-16,1.3052077706907e-10,9.98677604036034e-10,1.14961480837192e-08,1.30520765386215e-10,9.63756476776076e-10,4.0701732,4.45755531304323,
3,6,7,1e-05,1e-07,24,121,1,1,1e-07,2.16840434497101e-19,2.04245509007285e-13,9.44611601379985e-13,6.11076228589536e-12,2.04208157454177e-13,9.30397061972585e-13,4.0589823,10.2232229845303,
4,8,9,1e-07,1e-09,24,121,1,1,1e-09,5.42101086242752e-19,3.65896611259514e-15,5.2112094230687e-14,3.66605474057461e-12,3.62907381599675e-15,4.36650463830254e-14,3.9134535,19.8799934070062,
5,10,11,1e-09,1e-11,24,121,1,1,1e-11,1.42050084947791e-15,3.65896611259514e-15,5.2112094230687e-14,3.66605474057461e-12,3.62907381599675e-15,4.36650463830254e-14,3.7610579,34.4438640647183,
6,12,13,1e-11,1e-13,26,121,1,1,1e-13,7.04441343010879e-15,3.65896611259514e-15,5.2112094230687e-14,3.66605474057461e-12,3.62907381599675e-15,4.36650463830254e-14,4.3669124,54.9440745337465,
7,14,15,1e-13,1e-15,30,121,1,1,1e-15,1.20820991354569e-15,3.65896611259514e-15,5.2112094230687e-14,3.66605474057461e-12,3.62907381599675e-15,4.36650463830254e-14,4.1183335,82.4136581156317,
8,18,19,1e-15,1e-19,38,121,1,1,1e-19,5.7598240413542e-20,5.15590974162597e-15,4.67075325696951e-13,5.08713953241534e-11,5.26074682904928e-15,5.62087482812392e-13,4.3225221,162.398478760666,
