t,ResidualInf,AuxResidualInf,MAResidualInf,LapTermInf,CubicTermInf,DetTermInf,NewtonSteps,GridL2Indicator,FDH1Indicator,FDH2Indicator,JacobianSigmaMin,JacobianCond,AuxJacobianSigmaMin,HessianLambdaMin,HessianLambdaMax,HessianPSDRatio,HessianIndefRatio,DetPositiveRatio,SolutionMin,SolutionMax
1,5.49560397189452e-14,5.49560397189452e-14,1.28624871228195,0.281871231769727,1.10733505857906,0,29,0.198417631312559,0.919904739139686,4.79422950812827,0.0464515941703899,3428.17976905406,0.0464515941703899,-7.30047911033206,7.82131093016064,0,0.9130859375,0.0869140625,1.0000198197048,2.71091888620797
0.1,2.51924432717273e-11,0.747605864558291,0.0830673182782651,0.0861231132755169,0.0711838558612399,0.668156857677911,3,0.00777718597196182,0.0357849695524233,0.184738933766552,0.0536183232378833,5428.89312470799,0.0464515941947361,0.135424835819104,2.07285355124771,1,0,1,1.00000272923021,2.71085979895815
0.001,1.56686312971612e-11,0.78138411743588,0.000782166285187014,0.000907776464529385,0.000699071479715772,0.823856978863566,3,7.19968871971427e-05,0.000332128268556043,0.0017469106075132,0.0485071432930847,6469.27700993824,0.0464515941952104,0.248017900452429,2.02984223236809,1,0,1,1.00000188638906,2.71085947641568
1e-05,7.27820513818193e-15,0.781697938385752,7.81705754715478e-06,9.08207292700225e-06,6.98954472494804e-06,0.825447755191632,2,7.19434012320519e-07,3.31889936647909e-06,1.74599653204137e-05,0.0484453691002095,6482.24924686828,0.0464515941952165,0.249980457132063,2.02944253458246,1,0,1,1.00000187176386,2.71085947341899
1e-07,1.27248043445575e-11,0.7817010743708,7.81573904484745e-08,9.0821159778061e-08,6.98953303399467e-08,0.825463666105512,1,7.19294229652686e-09,3.31830291064309e-08,1.74591263581375e-07,0.0484447546762601,6482.37869545211,0.0464515941952162,0.250000264434499,2.02943854039945,1,0,1,1.00000187161628,2.71085947338905
1e-09,1.06847368510316e-15,0.78170110572478,7.81700038032795e-10,9.08211640823369e-10,6.98953291710689e-10,0.825463825202113,1,7.19124891009638e-11,3.31688744096406e-10,1.74890060169403e-09,0.0484447485844664,6482.37998290845,0.0464515941952162,0.250000464139061,2.02943850044616,1,0,1,1.00000187161479,2.71085947338875
1e-11,1.86033255899408e-16,0.781701106038376,7.8168582717808e-12,9.08211641253872e-12,6.98953291593781e-12,0.825463826793206,1,6.89838082398212e-13,3.47212940572732e-12,1.62836348073545e-10,0.0484447485230425,6482.379995851,0.0464515941952167,0.25000046612033,2.02943850004674,1,0,1,1.00000187161478,2.71085947338874
1e-13,7.73868816117618e-12,0.781701106038376,7.8168582717808e-12,9.08211641253872e-14,6.98953291593781e-14,0.825463826801378,0,6.89838082398212e-13,3.47212940572732e-12,1.62836348073545e-10,0.0484447485230433,6482.37999588497,0.0464515941952167,0.25000046612033,2.02943850004674,1,0,1,1.00000187161478,2.71085947338874
0,7.8168582717808e-12,0.781701106038376,7.8168582717808e-12,0,0,0.82546382680146,0,6.89838082398212e-13,3.47212940572732e-12,1.62836348073545e-10,0.0484447485230428,6482.37999588539,0.0464515941952167,0.25000046612033,2.02943850004674,1,0,1,1.00000187161478,2.71085947338874
