t,ResidualInf,NewtonSteps,QuadL2Indicator,QuadH1Indicator,QuadH2Indicator,JacobianSigmaMin,JacobianCond,HessianLambdaMin,HessianLambdaMax,HessianPSDRatio,HessianIndefRatio
1,0,0,0.00574085079411155,0.0311758888141613,0.258510231266103,0.00702470023636448,54.9798326135908,0.238963743536647,2.32898909467266,1,0
0.1,2.29073704449689e-13,3,8.51735811519396e-05,0.000650888745162241,0.00924987845132117,3.19123823983861,6.93565889039385,0.239519588467576,1.99325370127264,1,0
0.001,2.22044604925031e-16,2,7.26498420700419e-05,0.000619660752853512,0.00920738815957703,3.54362125908017,6.93461656766132,0.239585390727879,1.99327967005847,1,0
1e-05,6.13731288012787e-13,1,7.25438279712824e-05,0.000619411016122855,0.00920705739900677,3.54714508939286,6.93460719532556,0.239585980267564,1.99327990367416,1,0
